subject_ranking,subject_name,global_ranking,school_name,country,area,subject_score,global_score,enrollment,url
180,agricultural-sciences,426,University of Buenos Aires,Argentina,Buenos Aires,47,53.8,N/A,https://www.usnews.com/education/best-global-universities/university-of-buenos-aires-504821
181,agricultural-sciences,"1,281",Nanjing University of Finance & Economics,China,Nanjing,46.8,32.6,N/A,https://www.usnews.com/education/best-global-universities/nanjing-university-of-finance-economics-530042
182,agricultural-sciences,"1,254",Bahauddin Zakariya University,Pakistan,Multan,46.7,33.2,N/A,https://www.usnews.com/education/best-global-universities/bahauddin-zakariya-university-529426
183,agricultural-sciences,219,University of Pisa,Italy,Pisa,46.7,61.9,"34,459",https://www.usnews.com/education/best-global-universities/university-of-pisa-501006
184,agricultural-sciences,459,University of Belgrade,Serbia,Belgrade,46.6,53,N/A,https://www.usnews.com/education/best-global-universities/university-of-belgrade-500616
185,agricultural-sciences,930,Czech University of Life Sciences Prague,Czech Republic,Prague,46.5,40.2,N/A,https://www.usnews.com/education/best-global-universities/czech-university-of-life-sciences-prague-529098
186,agricultural-sciences,540,Lanzhou University,China,Lanzhou,46.4,50,N/A,https://www.usnews.com/education/best-global-universities/lanzhou-university-502794
187,agricultural-sciences,625,Universitat Rovira i Virgili,Spain,Tarragona,46.3,47.7,"12,975",https://www.usnews.com/education/best-global-universities/universitat-rovira-i-virgili-506486
188,agricultural-sciences,"1,136",Zhejiang A&F University,China,Hangzhou,46.3,35.7,N/A,https://www.usnews.com/education/best-global-universities/zhejiang-af-university-529418
189,agricultural-sciences,475,Justus Liebig University Giessen,Germany,Giessen,46.2,52.3,N/A,https://www.usnews.com/education/best-global-universities/justus-liebig-university-giessen-500790
190,agricultural-sciences,816,Universidade Federal do Parana,Brazil,Curitiba,46.1,42.6,N/A,https://www.usnews.com/education/best-global-universities/universidade-federal-do-parana-503933
191,agricultural-sciences,759,Nanjing Forestry University,China,Nanjing,46,44.2,N/A,https://www.usnews.com/education/best-global-universities/nanjing-forestry-university-529506
192,agricultural-sciences,"1,046",Ferdowsi University Mashhad,Iran,Mashhad,45.7,37.7,N/A,https://www.usnews.com/education/best-global-universities/ferdowsi-university-mashhad-502854
193,agricultural-sciences,"1,243",Zhejiang Gongshang University,China,Xiasha University Town,45.7,33.5,N/A,https://www.usnews.com/education/best-global-universities/zhejiang-gongshang-university-529420
194,agricultural-sciences,290,Universite de Bordeaux,France,Talence,45.6,58.9,"53,757",https://www.usnews.com/education/best-global-universities/universite-de-bordeaux-528820
195,agricultural-sciences,504,Universiti Sains Malaysia,Malaysia,Penang,45.5,51.1,"23,492",https://www.usnews.com/education/best-global-universities/universiti-sains-malaysia-528826
196,agricultural-sciences,573,University of Palermo,Italy,Palermo,45.5,49,N/A,https://www.usnews.com/education/best-global-universities/university-of-palermo-501535
197,agricultural-sciences,901,Universidade Federal de Pelotas,Brazil,Pelotas,45.3,40.9,N/A,https://www.usnews.com/education/best-global-universities/universidade-federal-de-pelotas-528834
198,agricultural-sciences,125,Sapienza University Rome,Italy,Rome,45.2,68,"74,149",https://www.usnews.com/education/best-global-universities/sapienza-university-rome-506550
199,agricultural-sciences,160,Curtin University,Australia,Bentley,44.8,65.8,"29,999",https://www.usnews.com/education/best-global-universities/curtin-university-503377
200,agricultural-sciences,661,Zagazig University,Egypt,Zagazig,44.8,46.7,N/A,https://www.usnews.com/education/best-global-universities/zagazig-university-514033
201,agricultural-sciences,156,Newcastle University - UK,United Kingdom,Newcastle upon Tyne,44.7,65.9,"26,920",https://www.usnews.com/education/best-global-universities/newcastle-university-uk-503247
202,agricultural-sciences,"1,140",Chungnam National University,South Korea,Daejeon,44.6,35.6,N/A,https://www.usnews.com/education/best-global-universities/chungnam-national-university-502760
203,agricultural-sciences,461,University of Catania,Italy,Catania,44.5,52.9,N/A,https://www.usnews.com/education/best-global-universities/university-of-catania-504106
204,agricultural-sciences,309,University of Connecticut,United States,Storrs,44.5,58,"27,752",https://www.usnews.com/education/best-global-universities/university-of-connecticut-129020
205,agricultural-sciences,108,University of Arizona,United States,Tucson,44.4,69.2,"39,797",https://www.usnews.com/education/best-global-universities/university-of-arizona-104179
206,agricultural-sciences,225,University of Tennessee Knoxville,United States,Knoxville,44.4,61.7,"27,308",https://www.usnews.com/education/best-global-universities/university-of-tennessee-knoxville-221759
207,agricultural-sciences,821,Universite de Bourgogne,France,Dijon,44.1,42.5,N/A,https://www.usnews.com/education/best-global-universities/universite-de-bourgogne-505886
208,agricultural-sciences,676,University of Zaragoza,Spain,Zaragoza,44.1,46.3,"28,083",https://www.usnews.com/education/best-global-universities/university-of-zaragoza-502343
209,agricultural-sciences,280,University of Kiel,Germany,Kiel,43.9,59.2,N/A,https://www.usnews.com/education/best-global-universities/university-of-kiel-504681
210,agricultural-sciences,"1,275",North Dakota State University Fargo,United States,Fargo,43.8,32.7,"11,852",https://www.usnews.com/education/best-global-universities/north-dakota-state-university-fargo-200332
211,agricultural-sciences,405,Universidad Nacional Autonoma de Mexico,Mexico,Mexico City,43.7,54.3,"172,729",https://www.usnews.com/education/best-global-universities/universidad-nacional-autonoma-de-mexico-502101
212,agricultural-sciences,693,Clemson University,United States,Clemson,43.6,45.9,N/A,https://www.usnews.com/education/best-global-universities/clemson-university-217882
213,agricultural-sciences,61,Humboldt University of Berlin,Germany,Berlin,43.6,74,"34,399",https://www.usnews.com/education/best-global-universities/humboldt-university-of-berlin-506698
214,agricultural-sciences,150,Wuhan University,China,Wuhan,43.6,66.2,N/A,https://www.usnews.com/education/best-global-universities/wuhan-university-503252
215,agricultural-sciences,782,University of Murcia,Spain,Murcia,43.5,43.6,N/A,https://www.usnews.com/education/best-global-universities/university-of-murcia-503573
216,agricultural-sciences,"1,132",University of Novi Sad,Serbia,Novi Sad,43.5,35.8,N/A,https://www.usnews.com/education/best-global-universities/university-of-novi-sad-529165
217,agricultural-sciences,186,Maastricht University,Netherlands,Maastricht,43.4,63.6,N/A,https://www.usnews.com/education/best-global-universities/maastricht-university-505759
218,agricultural-sciences,397,Sejong University,South Korea,Seoul,43.4,54.5,N/A,https://www.usnews.com/education/best-global-universities/sejong-university-528964
219,agricultural-sciences,517,Tehran University of Medical Sciences,Iran,Tehran,43.4,50.6,"11,605",https://www.usnews.com/education/best-global-universities/tehran-university-of-medical-sciences-503294
220,agricultural-sciences,400,Universidad de Chile,Chile,Santiago,43.4,54.4,"37,286",https://www.usnews.com/education/best-global-universities/universidad-de-chile-502207
221,agricultural-sciences,852,"Universidad de la Republica, Uruguay",Uruguay,Montevideo,43.4,42,N/A,https://www.usnews.com/education/best-global-universities/universidad-de-la-republica-uruguay-530030
222,agricultural-sciences,88,University of Groningen,Netherlands,Groningen,43.2,71.5,"30,009",https://www.usnews.com/education/best-global-universities/university-of-groningen-500967
223,agricultural-sciences,143,Autonomous University of Barcelona,Spain,Barcelona,43.1,66.8,"31,933",https://www.usnews.com/education/best-global-universities/autonomous-university-of-barcelona-505700
224,agricultural-sciences,472,Texas Tech University,United States,Lubbock,43,52.4,"35,809",https://www.usnews.com/education/best-global-universities/texas-tech-university-229115
225,agricultural-sciences,48,Universite de Paris,France,Paris,42.9,75.2,N/A,https://www.usnews.com/education/best-global-universities/universite-de-paris-529677
226,agricultural-sciences,273,University of Tasmania,Australia,Hobart,42.9,59.5,"18,264",https://www.usnews.com/education/best-global-universities/university-of-tasmania-502985
227,agricultural-sciences,"1,428",Urmia University,Iran,Urmia,42.8,29.4,N/A,https://www.usnews.com/education/best-global-universities/urmia-university-529525
228,agricultural-sciences,314,Dalhousie University,Canada,Halifax,42.7,57.7,"16,901",https://www.usnews.com/education/best-global-universities/dalhousie-university-499990
229,agricultural-sciences,397,Laval University,Canada,Quebec City,42.7,54.5,"28,611",https://www.usnews.com/education/best-global-universities/laval-university-505699
230,agricultural-sciences,413,Universite de Lorraine,France,Nancy,42.7,54.1,"61,235",https://www.usnews.com/education/best-global-universities/universite-de-lorraine-529568
231,agricultural-sciences,186,University of California Riverside,United States,Riverside,42.7,63.6,"24,515",https://www.usnews.com/education/best-global-universities/university-of-california-riverside-110671
232,agricultural-sciences,507,China Medical University Taiwan,Taiwan,Taichung,42.4,51,"7,284",https://www.usnews.com/education/best-global-universities/china-medical-university-taiwan-503180
233,agricultural-sciences,739,Isfahan University of Technology,Iran,Isfahan,42.4,44.6,"11,323",https://www.usnews.com/education/best-global-universities/isfahan-university-of-technology-502590
234,agricultural-sciences,360,University of Liege,Belgium,Liege,42.4,55.7,N/A,https://www.usnews.com/education/best-global-universities/university-of-liege-506253
235,agricultural-sciences,370,University of Kwazulu Natal,South Africa,Durban,42.3,55.3,"33,855",https://www.usnews.com/education/best-global-universities/university-of-kwazulu-natal-504296
236,agricultural-sciences,241,Hebrew University of Jerusalem,Israel,Jerusalem,42.1,60.9,"16,362",https://www.usnews.com/education/best-global-universities/hebrew-university-of-jerusalem-500554
237,agricultural-sciences,547,Chulalongkorn University,Thailand,Bangkok,42,49.8,"34,095",https://www.usnews.com/education/best-global-universities/chulalongkorn-university-505636
238,agricultural-sciences,667,Kyungpook National University,South Korea,Daegu,41.9,46.5,"18,892",https://www.usnews.com/education/best-global-universities/kyungpook-national-university-506312
239,agricultural-sciences,466,University of Basque Country,Spain,Leioa,41.9,52.7,"43,018",https://www.usnews.com/education/best-global-universities/university-of-basque-country-502718
240,agricultural-sciences,"1,849",Punjab Agricultural University,India,Ludhiana,41.6,18,N/A,https://www.usnews.com/education/best-global-universities/punjab-agricultural-university-529438
241,agricultural-sciences,"1,132",Universidad Miguel Hernandez de Elche,Spain,Alicante,41.6,35.8,N/A,https://www.usnews.com/education/best-global-universities/universidad-miguel-hernandez-de-elche-529033
242,agricultural-sciences,"1,603",Agricultural University Krakow,Poland,Krakow,41.5,25.5,N/A,https://www.usnews.com/education/best-global-universities/agricultural-university-krakow-529737
243,agricultural-sciences,363,University of South Australia,Australia,Adelaide,41.5,55.6,"23,490",https://www.usnews.com/education/best-global-universities/university-of-south-australia-506290
244,agricultural-sciences,"1,386",Northeast Forestry University - China,China,Harbin,41.3,30.4,N/A,https://www.usnews.com/education/best-global-universities/northeast-forestry-university-china-529095
245,agricultural-sciences,579,Auburn University,United States,Auburn,41.2,48.8,"27,512",https://www.usnews.com/education/best-global-universities/auburn-university-100858
246,agricultural-sciences,787,National University of La Plata,Argentina,Buenos Aires,41.2,43.5,N/A,https://www.usnews.com/education/best-global-universities/national-university-of-la-plata-502752
